"","Timestamp","AUDNZD","AUDUSD","CADJPY","EURCHF","EURGBP","EURUSD","USDCAD","USDCHF","USDJPY","XAUUSD"
"790","2016-01-26 23:59",1.08263,0.70212,83.784,1.10431,0.757,1.08601,1.41213,1.0168,118.317,1.119
"791","2016-01-27 23:59",1.09283,0.70448,84.096,1.10711,0.76405,1.08843,1.41122,1.01718,118.683,1.12
"792","2016-01-28 23:59",1.09319,0.71001,85.595,1.10945,0.76071,1.09286,1.40224,1.01518,120.034,1.115
"793","2016-01-31 23:59",1.09112,0.70716,86.595,1.10828,0.76064,1.08479,1.40013,1.02166,121.248,1.122
"794","2016-02-01 23:59",1.08461,0.70752,86.177,1.11148,0.7578,1.09154,1.39948,1.01826,120.613,1.125
"795","2016-02-02 23:59",1.07187,0.70143,84.875,1.11128,0.75755,1.0914,1.40924,1.01824,119.618,1.126
"796","2016-02-03 23:59",1.07684,0.71698,85.66,1.11449,0.76066,1.10873,1.37668,1.00522,117.931,1.141
"797","2016-02-04 23:59",1.07392,0.71898,84.99,1.11295,0.76873,1.11956,1.37307,0.99414,116.7,1.155
"798","2016-02-07 23:59",1.06733,0.70887,84.532,1.10609,0.76691,1.11321,1.3878,0.99358,117.32,1.166
"799","2016-02-08 23:59",1.06728,0.70321,82.169,1.10361,0.77726,1.12083,1.39409,0.98462,114.558,1.192
"800","2016-02-09 23:59",1.06665,0.70506,82.234,1.09845,0.78073,1.1294,1.39146,0.97247,114.432,1.191
"801","2016-02-10 23:59",1.06235,0.70898,80.764,1.09729,0.77689,1.12926,1.39451,0.97165,112.633,1.208
"802","2016-02-11 23:59",1.06448,0.71021,81.018,1.10088,0.78107,1.12974,1.39107,0.97442,112.714,1.232
"803","2016-02-14 23:59",1.07511,0.71539,82.453,1.09979,0.77266,1.12219,1.38121,0.98005,113.89,1.22
"804","2016-02-15 23:59",1.08399,0.71526,83.432,1.10196,0.77278,1.11519,1.37559,0.98814,114.778,1.193
"805","2016-02-16 23:59",1.07958,0.70894,81.959,1.1015,0.78143,1.11679,1.38725,0.98629,113.701,1.208
"806","2016-02-17 23:59",1.07553,0.71541,83.45,1.10456,0.77859,1.11376,1.36582,0.99172,113.985,1.208
"807","2016-02-18 23:59",1.0733,0.71062,81.968,1.10275,0.77646,1.11259,1.37659,0.99119,112.834,1.227
"808","2016-02-21 23:59",1.07686,0.71666,82.125,1.10148,0.77795,1.11091,1.37491,0.99148,112.92,1.215
"809","2016-02-22 23:59",1.07938,0.72308,81.954,1.09996,0.78199,1.10432,1.37102,0.99604,112.366,1.219
"810","2016-02-23 23:59",1.0839,0.71797,80.932,1.09402,0.78807,1.10161,1.38066,0.99306,111.749,1.227
"811","2016-02-24 23:59",1.07817,0.71741,82.042,1.09063,0.79126,1.10316,1.37182,0.98871,112.55,1.232
"812","2016-02-25 23:59",1.06925,0.72391,83.402,1.09218,0.78979,1.10605,1.3527,0.98751,112.824,1.237
"813","2016-02-28 23:59",1.08363,0.71388,83.612,1.08962,0.78798,1.09338,1.35269,0.99655,113.114,1.226
"814","2016-02-29 23:59",1.08115,0.7133,83.2,1.08526,0.78099,1.08816,1.35351,0.9973,112.614,1.244
"815","2016-03-01 23:59",1.09191,0.72291,84.778,1.08414,0.77789,1.08579,1.34291,0.99846,113.858,1.227
"816","2016-03-02 23:59",1.09416,0.73067,85.004,1.0832,0.77128,1.08586,1.34197,0.99761,114.079,1.239
"817","2016-03-03 23:59",1.09084,0.73654,84.748,1.08608,0.77315,1.09462,1.34148,0.99219,113.696,1.261
"818","2016-03-06 23:59",1.09102,0.74132,85.213,1.09267,0.77338,1.09898,1.33467,0.99426,113.741,1.259
"819","2016-03-07 23:59",1.0981,0.74343,84.954,1.0953,0.77285,1.10155,1.33253,0.99433,113.209,1.265
"820","2016-03-08 23:59",1.10441,0.74268,83.781,1.09508,0.77366,1.09731,1.34363,0.99793,112.576,1.254
"821","2016-03-09 23:59",1.127,0.74722,85.675,1.0945,0.77308,1.09766,1.32756,0.99714,113.742,1.249
"822","2016-03-10 23:59",1.11957,0.74874,85.451,1.10037,0.78242,1.11676,1.32842,0.98528,113.525,1.27
"823","2016-03-13 23:59",1.12352,0.75837,86.091,1.09732,0.77588,1.11578,1.32227,0.98347,113.84,1.252
"824","2016-03-14 23:59",1.12405,0.74962,85.372,1.09567,0.77808,1.11098,1.32929,0.98618,113.497,1.228
"825","2016-03-15 23:59",1.12958,0.7455,84.861,1.09619,0.78555,1.11009,1.33595,0.98749,113.384,1.232
"826","2016-03-16 23:59",1.12341,0.76072,85.941,1.09696,0.78703,1.1222,1.30899,0.97751,112.498,1.256
"827","2016-03-17 23:59",1.11916,0.7654,85.67,1.09413,0.78287,1.1319,1.29846,0.96668,111.248,1.263
"828","2016-03-20 23:59",1.12155,0.75843,85.308,1.0929,0.7804,1.12723,1.30549,0.96952,111.37,1.251
"829","2016-03-21 23:59",1.12083,0.75884,85.558,1.09089,0.78311,1.1259,1.30722,0.96892,111.855,1.246
"830","2016-03-22 23:59",1.13177,0.76245,85.928,1.09175,0.78935,1.12107,1.30713,0.9739,112.33,1.241
"831","2016-03-23 23:59",1.11979,0.75004,85.195,1.09001,0.79274,1.11762,1.32273,0.97536,112.697,1.219
"833","2016-03-27 23:59",1.12392,0.75145,85.713,1.09101,0.78971,1.11631,1.32532,0.97732,113.609,1.211
"834","2016-03-28 23:59",1.12009,0.75633,86.061,1.09068,0.78622,1.1195,1.31906,0.97424,113.526,1.218
"835","2016-03-29 23:59",1.11342,0.7624,86.035,1.09163,0.78554,1.12918,1.3075,0.96672,112.496,1.234
"836","2016-03-30 23:59",1.10883,0.76526,86.435,1.09279,0.78914,1.13146,1.30041,0.9658,112.403,1.227
"837","2016-03-31 23:59",1.10862,0.76478,86.128,1.09286,0.79376,1.13776,1.30375,0.96056,112.301,1.229
"838","2016-04-03 23:59",1.11032,0.76315,85.464,1.09156,0.80069,1.13872,1.30399,0.95862,111.453,1.218
"839","2016-04-04 23:59",1.11187,0.75749,84.63,1.0922,0.79873,1.13958,1.30968,0.95839,110.849,1.225
"840","2016-04-05 23:59",1.11032,0.75628,84.131,1.08831,0.80278,1.13668,1.31278,0.95738,110.456,1.229
"841","2016-04-06 23:59",1.11444,0.75967,83.554,1.08907,0.80758,1.13969,1.30786,0.95556,109.285,1.225
"842","2016-04-07 23:59",1.11026,0.75313,82.896,1.08704,0.80806,1.13668,1.31053,0.95632,108.647,1.237
"843","2016-04-10 23:59",1.10938,0.75594,83.067,1.08681,0.80757,1.14116,1.29832,0.95233,107.852,1.249
"844","2016-04-11 23:59",1.1083,0.7628,83.804,1.08833,0.8012,1.14053,1.29035,0.95422,108.147,1.254
"845","2016-04-12 23:59",1.10874,0.76981,85.295,1.08764,0.79691,1.13696,1.27599,0.95663,108.845,1.252
"846","2016-04-13 23:59",1.11768,0.76431,85.047,1.08906,0.79676,1.1266,1.28608,0.96672,109.387,1.232
"847","2016-04-14 23:59",1.11874,0.76942,85.535,1.08921,0.79557,1.12619,1.28166,0.96715,109.638,1.229
"848","2016-04-17 23:59",1.10945,0.76752,83.426,1.09158,0.79634,1.12834,1.29465,0.96739,108.011,1.234
"849","2016-04-18 23:59",1.11194,0.77801,85.439,1.09075,0.79105,1.13229,1.27674,0.96331,109.087,1.233
"850","2016-04-19 23:59",1.10935,0.77782,85.633,1.09247,0.79063,1.13628,1.27202,0.96145,108.934,1.252
"851","2016-04-20 23:59",1.12002,0.78116,86.903,1.09716,0.78746,1.12956,1.26355,0.97132,109.805,1.248
"852","2016-04-21 23:59",1.11991,0.7744,86.003,1.10022,0.78788,1.13009,1.27156,0.9736,109.369,1.249
"853","2016-04-24 23:59",1.12334,0.77038,87.754,1.09827,0.77868,1.12441,1.26819,0.97675,111.298,1.233
"854","2016-04-25 23:59",1.12094,0.77082,87.522,1.09862,0.7777,1.12698,1.26735,0.97483,110.924,1.235
"855","2016-04-26 23:59",1.11112,0.76387,88.086,1.1002,0.77506,1.13045,1.26078,0.97323,111.066,1.243
"856","2016-04-27 23:59",1.09745,0.75948,86.876,1.0998,0.7794,1.1328,1.25907,0.97084,109.386,1.247
"857","2016-04-28 23:59",1.09702,0.76502,85.698,1.09754,0.77739,1.13838,1.25234,0.96413,107.333,1.274
"858","2016-05-01 23:59",1.0875,0.76047,84.949,1.09954,0.78494,1.14669,1.2541,0.95888,106.539,1.291
"859","2016-05-02 23:59",1.09289,0.77044,84.867,1.10039,0.78532,1.15316,1.25097,0.95421,106.169,1.294
"860","2016-05-03 23:59",1.08816,0.74899,84.315,1.09858,0.79046,1.14803,1.27264,0.95683,107.306,1.279
"861","2016-05-04 23:59",1.08657,0.74935,83.47,1.10032,0.79128,1.14879,1.28335,0.95785,107.127,1.28
"862","2016-05-05 23:59",1.07763,0.73848,83.151,1.10419,0.78754,1.14021,1.28785,0.96841,107.092,1.278
"863","2016-05-08 23:59",1.07775,0.73703,82.987,1.10815,0.7902,1.14016,1.29319,0.97191,107.317,1.284
"864","2016-05-09 23:59",1.08564,0.73288,83.883,1.10557,0.79001,1.13793,1.2962,0.97156,108.727,1.264
"865","2016-05-10 23:59",1.08176,0.735,84.105,1.10883,0.78806,1.13837,1.29347,0.97405,108.794,1.27
"866","2016-05-11 23:59",1.07499,0.73367,84.503,1.10888,0.79103,1.14224,1.28568,0.97077,108.661,1.272
"867","2016-05-12 23:59",1.07375,0.73082,84.638,1.1046,0.78782,1.13742,1.28508,0.97116,108.776,1.268
"868","2016-05-15 23:59",1.0761,0.72897,84.275,1.10422,0.78695,1.13068,1.29281,0.97661,108.962,1.276
"869","2016-05-16 23:59",1.07879,0.73478,84.73,1.10642,0.78126,1.1318,1.2854,0.97757,108.922,1.278
"870","2016-05-17 23:59",1.07303,0.72802,84.408,1.10875,0.78195,1.1287,1.29394,0.98235,109.225,1.274
"871","2016-05-18 23:59",1.07029,0.72123,84.25,1.1081,0.76989,1.12217,1.30576,0.98747,110.024,1.257
"872","2016-05-19 23:59",1.06893,0.7229,84.065,1.11025,0.76779,1.12062,1.30884,0.99076,110.029,1.254
"873","2016-05-22 23:59",1.06634,0.72513,83.826,1.11141,0.77368,1.12361,1.31028,0.98915,109.838,1.254
"874","2016-05-23 23:59",1.07064,0.71923,83.111,1.11079,0.77362,1.12068,1.31613,0.9912,109.39,1.245
"875","2016-05-24 23:59",1.06652,0.72072,83.882,1.10623,0.76352,1.11563,1.30991,0.99158,109.886,1.228
"876","2016-05-25 23:59",1.073,0.72045,84.508,1.10567,0.76002,1.11811,1.29801,0.98888,109.704,1.229
"877","2016-05-26 23:59",1.07011,0.72223,84.582,1.10721,0.76252,1.11884,1.29932,0.98963,109.905,1.218
"878","2016-05-29 23:59",1.07115,0.71678,84.878,1.10459,0.75918,1.11036,1.3077,0.99482,111.002,1.202
"879","2016-05-30 23:59",1.07643,0.72454,85.475,1.10581,0.75803,1.11506,1.30197,0.99177,111.294,1.212
"880","2016-05-31 23:59",1.07155,0.7278,84.637,1.1057,0.76777,1.11237,1.30663,0.99402,110.598,1.214
"881","2016-06-01 23:59",1.06021,0.72381,83.333,1.10644,0.77716,1.12087,1.30737,0.98714,108.954,1.214
"882","2016-06-02 23:59",1.05969,0.7235,83.125,1.10439,0.7737,1.11562,1.3092,0.98993,108.832,1.211
"883","2016-06-05 23:59",1.05935,0.73297,82.541,1.1081,0.78848,1.13396,1.29689,0.97722,107.046,1.241
"884","2016-06-06 23:59",1.06669,0.73682,84.015,1.10243,0.78437,1.13553,1.28328,0.97086,107.819,1.243
"885","2016-06-07 23:59",1.06706,0.74497,84.188,1.09662,0.78068,1.13648,1.27325,0.96496,107.2,1.248
"886","2016-06-08 23:59",1.04712,0.74681,84.056,1.09308,0.78615,1.14033,1.26853,0.95856,106.63,1.262
"887","2016-06-09 23:59",1.04465,0.74148,84.019,1.08946,0.78204,1.12986,1.2732,0.96421,106.983,1.267
"888","2016-06-12 23:59",1.0476,0.73841,82.899,1.08523,0.79251,1.12524,1.28043,0.96447,106.152,1.274
"889","2016-06-13 23:59",1.05142,0.73895,82.653,1.08797,0.7958,1.12935,1.2826,0.96339,106.018,1.279
"890","2016-06-14 23:59",1.05051,0.73681,82.596,1.07994,0.79251,1.12085,1.28561,0.96352,106.194,1.283
"891","2016-06-15 23:59",1.04518,0.73932,80.925,1.08117,0.79399,1.12639,1.29405,0.95982,104.726,1.3
"892","2016-06-16 23:59",1.04815,0.73867,80.759,1.08506,0.78934,1.12582,1.29261,0.9638,104.399,1.284
"893","2016-06-19 23:59",1.04708,0.74449,81.435,1.08995,0.77848,1.13741,1.2838,0.9583,104.553,1.283
"894","2016-06-20 23:59",1.05039,0.74669,81.323,1.08884,0.77305,1.13295,1.27857,0.9611,103.987,1.285
"895","2016-06-21 23:59",1.04563,0.74695,81.709,1.08262,0.76695,1.12679,1.27823,0.96078,104.445,1.268
"896","2016-06-22 23:59",1.04731,0.75212,81.69,1.08765,0.7666,1.1345,1.2809,0.95869,104.639,1.265
"897","2016-06-23 23:59",1.04695,0.73392,77.138,1.07038,0.81548,1.09716,1.30581,0.97485,100.801,1.336
"898","2016-06-26 23:59",1.04902,0.74196,78.068,1.0733,0.82249,1.10287,1.3051,0.97316,101.9,1.323
"899","2016-06-27 23:59",1.04869,0.73973,78.429,1.08003,0.83062,1.10564,1.30113,0.97689,102.054,1.317
"900","2016-06-28 23:59",1.04599,0.74129,78.637,1.0848,0.83072,1.10671,1.30189,0.98022,102.409,1.317
"901","2016-06-29 23:59",1.04802,0.74332,79.3,1.08848,0.82817,1.11031,1.29574,0.98041,102.76,1.314
"902","2016-06-30 23:59",1.04341,0.746,79.378,1.08306,0.83168,1.10903,1.29527,0.97662,102.826,1.33
"903","2016-07-03 23:59",1.04276,0.74885,79.702,1.08397,0.83827,1.11376,1.28948,0.97327,102.783,1.345
"904","2016-07-04 23:59",1.04334,0.75182,79.301,1.08115,0.83993,1.11326,1.28823,0.97123,102.167,1.343
"905","2016-07-05 23:59",1.04644,0.74276,77.506,1.0808,0.85716,1.10518,1.30169,0.97803,100.895,1.366
"906","2016-07-06 23:59",1.05193,0.75088,77.86,1.08112,0.8565,1.10961,1.29643,0.97434,100.94,1.367
"907","2016-07-07 23:59",1.03206,0.75013,77.207,1.08336,0.85553,1.10813,1.29988,0.97769,100.372,1.358
"908","2016-07-10 23:59",1.0377,0.75617,77.216,1.08572,0.85312,1.1054,1.30412,0.98218,100.704,1.368
"909","2016-07-11 23:59",1.04438,0.75811,78.683,1.08897,0.84796,1.10774,1.31062,0.98313,103.135,1.356
"910","2016-07-12 23:59",1.04648,0.76046,79.962,1.09369,0.83131,1.10616,1.30649,0.9887,104.48,1.335
"911","2016-07-13 23:59",1.05314,0.76168,80.811,1.09229,0.84143,1.11046,1.29468,0.98362,104.636,1.339
"912","2016-07-14 23:59",1.07009,0.76498,82.264,1.0905,0.82679,1.11305,1.28938,0.9798,106.083,1.328
"914","2016-07-18 23:59",1.07053,0.75319,81.575,1.08841,0.83734,1.10781,1.29786,0.98246,105.882,1.328
"915","2016-07-19 23:59",1.06335,0.74992,81.359,1.0858,0.84169,1.10113,1.30234,0.98606,105.969,1.333
"916","2016-07-20 23:59",1.07204,0.7495,82.096,1.08658,0.83467,1.10362,1.30453,0.98455,107.109,1.314
"917","2016-07-21 23:59",1.06849,0.74737,80.761,1.08605,0.83369,1.10241,1.31083,0.98517,105.871,1.326
"919","2016-07-25 23:59",1.06798,0.7484,79.341,1.08368,0.83763,1.09875,1.32097,0.98633,104.818,1.315
"920","2016-07-26 23:59",1.06397,0.74706,80.378,1.09035,0.83839,1.09979,1.31834,0.99146,105.977,1.317
"921","2016-07-27 23:59",1.05778,0.75236,79.852,1.09125,0.83758,1.10728,1.31297,0.98548,104.853,1.337
"922","2016-07-28 23:59",1.05909,0.75372,78.732,1.08474,0.84013,1.10906,1.31428,0.97801,103.496,1.34
"923","2016-07-31 23:59",1.05348,0.76056,78.639,1.08296,0.84321,1.11782,1.30335,0.9688,102.498,1.35
"924","2016-08-01 23:59",1.04913,0.75386,78.08,1.08079,0.84713,1.1172,1.31224,0.96739,102.47,1.349
"925","2016-08-02 23:59",1.05532,0.75997,76.857,1.08267,0.84178,1.12124,1.31197,0.96561,100.839,1.364
"926","2016-08-03 23:59",1.06104,0.76096,77.486,1.084,0.83598,1.11445,1.30604,0.97271,101.204,1.351
"927","2016-08-04 23:59",1.0653,0.76595,77.672,1.08421,0.84782,1.11343,1.30246,0.97381,101.173,1.361
"928","2016-08-07 23:59",1.06948,0.76072,77.463,1.08711,0.84838,1.1103,1.31678,0.97915,102.011,1.336
"929","2016-08-08 23:59",1.06952,0.76304,77.639,1.08944,0.85276,1.10851,1.31801,0.9828,102.338,1.335
"930","2016-08-09 23:59",1.06735,0.7691,77.556,1.09225,0.85329,1.11501,1.30672,0.97956,101.351,1.35
"931","2016-08-10 23:59",1.05882,0.7694,77.6,1.08878,0.85895,1.11684,1.30734,0.9749,101.454,1.342
"932","2016-08-11 23:59",1.06769,0.76857,78.592,1.08594,0.85868,1.11405,1.29787,0.97475,102.011,1.34
"933","2016-08-14 23:59",1.066,0.76495,78.104,1.08856,0.86271,1.11582,1.29632,0.97554,101.26,1.338
"935","2016-08-16 23:59",1.05656,0.76783,78.177,1.08488,0.8649,1.12734,1.28677,0.96231,100.605,1.344
"936","2016-08-17 23:59",1.05615,0.77042,77.899,1.08662,0.86649,1.13124,1.28268,0.96056,99.93,1.353
"937","2016-08-18 23:59",1.05211,0.76309,78.33,1.08354,0.86246,1.13331,1.28059,0.95608,100.319,1.347
"938","2016-08-21 23:59",1.05116,0.75859,78.038,1.08717,0.86471,1.12766,1.29213,0.96409,100.842,1.333
"939","2016-08-22 23:59",1.04402,0.76294,77.595,1.0903,0.86221,1.13296,1.29285,0.96229,100.327,1.336
"941","2016-08-24 23:59",1.04162,0.76234,77.729,1.08977,0.85219,1.12704,1.29254,0.96694,100.477,1.325
"942","2016-08-25 23:59",1.04348,0.76326,77.837,1.0916,0.85483,1.129,1.29079,0.96686,100.48,1.323
"943","2016-08-28 23:59",1.04354,0.75479,78.567,1.09449,0.85334,1.12005,1.30008,0.97716,102.154,1.317
"944","2016-08-29 23:59",1.04471,0.75718,78.37,1.09541,0.85388,1.11724,1.30254,0.98044,102.088,1.323
"945","2016-08-30 23:59",1.03845,0.75211,78.711,1.09638,0.85115,1.11544,1.30888,0.98289,103.025,1.314
"946","2016-08-31 23:59",1.03955,0.75369,78.797,1.09706,0.84863,1.11555,1.31028,0.98338,103.257,1.309
"947","2016-09-01 23:59",1.03658,0.75554,78.939,1.09767,0.84329,1.12014,1.30891,0.97995,103.333,1.312
"948","2016-09-04 23:59",1.0368,0.75936,79.934,1.09342,0.83874,1.11665,1.29669,0.97918,103.658,1.324
"949","2016-09-05 23:59",1.04312,0.76337,80.133,1.093,0.83732,1.11544,1.29159,0.97986,103.51,1.327
"950","2016-09-06 23:59",1.03271,0.76707,78.96,1.09029,0.83862,1.12511,1.28462,0.96907,101.441,1.351
"951","2016-09-07 23:59",1.02934,0.76779,78.981,1.09012,0.84278,1.12499,1.28721,0.969,101.659,1.345
"952","2016-09-08 23:59",1.03333,0.76477,79.114,1.09557,0.84615,1.12751,1.29176,0.97167,102.206,1.338
"953","2016-09-11 23:59",1.02905,0.7533,78.467,1.0968,0.84752,1.12421,1.30641,0.97554,102.514,1.327
"954","2016-09-12 23:59",1.02762,0.75455,77.952,1.09152,0.84236,1.12334,1.30475,0.97163,101.717,1.33
"955","2016-09-13 23:59",1.02971,0.74834,78.256,1.09656,0.85057,1.12249,1.31497,0.97688,102.906,1.32
"956","2016-09-14 23:59",1.02658,0.74597,77.385,1.09415,0.84791,1.12433,1.32101,0.97315,102.23,1.322
"958","2016-09-18 23:59",1.03169,0.75348,77.534,1.0932,0.8564,1.11671,1.31605,0.97893,102.043,1.314
"959","2016-09-19 23:59",1.03025,0.7541,77.196,1.09537,0.8567,1.11698,1.32029,0.98061,101.926,1.315
"960","2016-09-20 23:59",1.03327,0.75556,77.331,1.09164,0.85939,1.11495,1.3179,0.97895,101.924,1.315
"961","2016-09-21 23:59",1.04063,0.76326,76.72,1.08972,0.85785,1.11938,1.30844,0.97351,100.39,1.332
"963","2016-09-25 23:59",1.05197,0.76191,76.607,1.08914,0.86513,1.12293,1.31675,0.96985,100.882,1.334
"964","2016-09-26 23:59",1.05116,0.76651,76.525,1.09036,0.86599,1.12433,1.31683,0.96973,100.778,1.334
"966","2016-09-28 23:59",1.05421,0.76968,77.594,1.08978,0.86268,1.1233,1.3062,0.97019,101.36,1.324
"968","2016-10-02 23:59",1.05275,0.76532,77.354,1.09198,0.86777,1.12338,1.3111,0.97203,101.426,1.315
"969","2016-10-03 23:59",1.05103,0.76613,77.755,1.09172,0.87259,1.11992,1.31317,0.97481,102.111,1.31
"970","2016-10-04 23:59",1.06189,0.7634,78.016,1.09707,0.88098,1.12215,1.31747,0.97764,102.793,1.274
"971","2016-10-05 23:59",1.06051,0.76013,78.44,1.09228,0.88004,1.12007,1.31881,0.9752,103.454,1.265
"972","2016-10-06 23:59",1.06212,0.75751,78.383,1.09171,0.89398,1.11124,1.3242,0.98241,103.803,1.253
"974","2016-10-10 23:59",1.06805,0.75481,78.672,1.09449,0.90325,1.11316,1.31987,0.98321,103.847,1.258
"975","2016-10-11 23:59",1.06996,0.75772,78.28,1.09188,0.89882,1.10503,1.32124,0.98807,103.434,1.257
"976","2016-10-12 23:59",1.06739,0.75344,78.172,1.09017,0.90465,1.10229,1.32814,0.98897,103.826,1.26
"977","2016-10-13 23:59",1.06708,0.75833,78.73,1.08887,0.90237,1.1031,1.32065,0.98706,103.984,1.255
"978","2016-10-16 23:59",1.07036,0.75995,79.178,1.08648,0.90271,1.09833,1.31603,0.98917,104.209,1.253
"979","2016-10-17 23:59",1.06719,0.76692,79.289,1.08771,0.90159,1.10204,1.30924,0.98688,103.816,1.258
"980","2016-10-18 23:59",1.06385,0.76724,79.2,1.08701,0.89431,1.099,1.3101,0.98908,103.77,1.263
"981","2016-10-19 23:59",1.06038,0.76775,78.86,1.0854,0.89272,1.09705,1.31376,0.98933,103.612,1.272
"982","2016-10-20 23:59",1.06416,0.76294,78.593,1.08502,0.891,1.09042,1.32439,0.995,104.094,1.262
"983","2016-10-23 23:59",1.06283,0.76085,77.814,1.0808,0.89073,1.08679,1.33519,0.99447,103.902,1.263
"984","2016-10-24 23:59",1.06559,0.76185,78.324,1.08127,0.88969,1.08794,1.3336,0.99385,104.461,1.265
"985","2016-10-25 23:59",1.07342,0.76819,78.148,1.08344,0.89528,1.08894,1.33531,0.99494,104.358,1.274
"986","2016-10-26 23:59",1.06614,0.76253,77.998,1.08349,0.89252,1.08999,1.33893,0.99401,104.44,1.266
"987","2016-10-27 23:59",1.06354,0.75954,78.611,1.08351,0.89539,1.0908,1.33771,0.99333,105.164,1.271
